Bias,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Pclass2,Fare2
1,2,1,50,0,0,10.5,2,4,0.804019203
1,1,2,28.76,0,0,221.7792,2,1,3.634983915
1,3,2,39,0,0,7.925,2,9,0.801282346
1,2,2,23,2,1,11.5,2,4,0.805288286
1,2,1,2,1,1,26,2,4,0.83665483
1,3,2,28.76,0,0,7.2292,1,9,0.800674092
1,3,2,17,1,1,7.2292,1,9,0.800674092
1,3,1,28.76,0,2,22.3583,1,9,0.826496026
1,3,1,30,0,0,8.6625,2,9,0.80198803
1,2,1,7,0,2,26.25,2,4,0.837408348
1,1,2,45,0,0,26.55,2,1,0.838322088
1,1,1,30,0,0,106.425,1,1,1.451022625
1,3,2,28.76,0,0,14.5,2,9,0.809787763
1,1,1,22,0,2,49.5,1,1,0.9390035
1,1,1,36,0,2,71,2,1,1.08845246
1,3,1,9,4,2,31.275,2,9,0.854083127
1,3,1,11,4,2,31.275,2,9,0.854083127
1,2,2,32,1,0,26,2,4,0.83665483
1,1,2,50,1,0,106.425,1,1,1.451022625
1,1,2,64,0,0,26,2,1,0.83665483
1,2,1,19,1,0,26,2,4,0.83665483
1,2,2,28.76,0,0,13.8625,1,4,0.808744744
1,3,2,33,1,1,20.525,2,9,0.821960902
1,2,2,8,1,1,36.75,2,4,0.87556737
1,1,2,17,0,2,110.8833,1,1,1.506909907
1,2,2,27,0,0,26,2,4,0.83665483
1,3,2,28.76,0,0,7.8292,3,9,0.801195284
1,3,2,22,0,0,7.225,1,9,0.800670591
1,3,1,22,0,0,7.775,2,9,0.801146497
1,1,2,62,0,0,26.55,2,1,0.838322088
1,1,1,48,1,0,39.6,1,1,0.888119612
1,1,2,28.76,0,0,227.525,1,1,3.783905748
1,1,1,39,1,1,79.65,2,1,1.163623859
1,3,1,36,1,0,17.4,2,9,0.815124258
1,3,2,28.76,0,0,7.75,3,9,0.801124107
1,3,2,40,0,0,7.8958,2,9,0.801255697
1,2,2,28,0,0,13.5,2,4,0.808172566
1,3,2,28.76,0,0,8.05,2,9,0.801397537
1,3,1,28.76,0,0,8.05,2,9,0.801397537
1,3,2,24,2,0,24.15,2,9,0.831302904
1,3,2,19,0,0,7.8958,2,9,0.801255697
1,3,1,29,0,4,21.075,2,9,0.823280749
1,3,2,28.76,0,0,7.2292,1,9,0.800674092
1,3,2,32,0,0,7.8542,2,9,0.801217902
1,2,2,62,0,0,10.5,2,4,0.804019203
1,1,1,53,2,0,51.4792,2,1,0.95053243
1,1,2,36,0,0,26.3875,2,1,0.837825856
1,3,1,28.76,0,0,7.75,3,9,0.801124107
1,3,2,16,0,0,8.05,2,9,0.801397537
1,3,2,19,0,0,14.5,2,9,0.809787763
1,2,1,34,0,0,13,2,4,0.807408232
1,1,1,39,1,0,55.9,2,1,0.977915896
1,3,1,28.76,1,0,14.4583,1,9,0.809718104
1,3,2,32,0,0,7.925,2,9,0.801282346
1,2,1,25,1,1,30,2,4,0.849576403
1,1,1,39,1,1,110.8833,1,1,1.506909907
1,2,2,54,0,0,26,2,4,0.83665483
1,1,2,36,0,0,40.125,1,1,0.890534079
1,3,2,28.76,0,0,8.7125,1,9,0.802038145
1,1,1,18,0,2,79.65,2,1,1.163623859
1,2,2,47,0,0,15,2,4,0.810638626
1,1,2,60,1,1,79.2,1,1,1.159500349
1,3,2,22,0,0,8.05,2,9,0.801397537
1,3,2,28.76,0,0,8.05,2,9,0.801397537
1,3,2,35,0,0,7.125,2,9,0.800587812
1,1,1,52,1,0,78.2667,1,1,1.151022661
1,3,2,47,0,0,7.25,2,9,0.800691465
1,3,1,28.76,0,2,7.75,3,9,0.801124107
1,2,2,37,1,0,26,2,4,0.83665483
1,3,2,36,1,1,24.15,2,9,0.831302904
1,2,1,28.76,0,0,33,2,4,0.860478981
1,3,2,49,0,0,0,2,9,0.797659366
1,3,2,28.76,0,0,7.225,1,9,0.800670591
1,1,2,49,1,0,56.9292,1,1,0.984614568
1,2,1,24,2,1,27,2,4,0.839712166
1,3,2,28.76,0,0,7.8958,2,9,0.801255697
1,1,2,28.76,0,0,42.4,2,1,0.901364225
1,3,2,44,0,0,8.05,2,9,0.801397537
1,1,2,35,0,0,26.55,1,1,0.838322088
1,3,2,36,1,0,15.55,2,9,0.811607888
1,3,2,30,0,0,7.8958,2,9,0.801255697
1,1,2,27,0,0,30.5,2,1,0.851321393
1,2,1,22,1,2,41.5792,1,4,0.897387949
1,1,1,40,0,0,153.4625,2,1,2.156197797
1,3,1,39,1,5,31.275,2,9,0.854083127
1,3,2,28.76,0,0,7.05,2,9,0.800526485
1,3,1,28.76,1,0,15.5,3,9,0.811518331
1,3,2,28.76,0,0,7.75,3,9,0.801124107
1,3,2,35,0,0,8.05,2,9,0.801397537
1,2,1,24,1,2,65,2,4,1.041381013
1,3,2,34,1,1,14.4,2,9,0.809621052
1,3,1,26,1,0,16.1,2,9,0.81261205
1,2,1,4,2,1,39,2,4,0.885399159
1,2,2,26,0,0,10.5,2,4,0.804019203
1,3,2,27,1,0,14.4542,1,9,0.809711266
1,1,2,42,1,0,52.5542,2,1,0.956983751
1,3,2,20,1,1,15.7417,1,9,0.811953922
1,3,2,21,0,0,7.8542,2,9,0.801217902
1,3,2,21,0,0,16.1,2,9,0.81261205
1,1,2,61,0,0,32.3208,2,1,0.857919709
1,2,2,57,0,0,12.35,3,4,0.806457718
1,1,1,21,0,0,77.9583,2,1,1.148243382
1,3,2,26,0,0,7.8958,2,9,0.801255697
1,3,2,28.76,0,0,7.7333,3,9,0.801109192
1,1,2,80,0,0,30,2,1,0.849576403
1,3,2,51,0,0,7.0542,2,9,0.800529902
1,1,2,32,0,0,30.5,1,1,0.851321393
1,1,2,28.76,0,0,0,2,1,0.797659366
1,3,1,9,3,2,27.9,2,9,0.842562412
1,2,1,28,0,0,13,2,4,0.807408232
1,3,2,32,0,0,7.925,2,9,0.801282346
1,2,2,31,1,1,26.25,2,4,0.837408348
1,3,1,41,0,5,39.6875,2,9,0.888519815
1,3,2,28.76,1,0,16.1,2,9,0.81261205
1,3,2,20,0,0,7.8542,2,9,0.801217902
1,1,1,24,0,0,69.3,1,1,1.074693868
1,3,1,2,3,2,27.9,2,9,0.842562412
1,3,2,28.76,0,0,56.4958,2,9,0.981778836
1,3,1,0.75,2,1,19.2583,1,9,0.819053923
1,1,2,48,1,0,76.7292,1,1,1.137275826
1,3,2,19,0,0,7.8958,2,9,0.801255697
1,1,2,56,0,0,35.5,1,1,0.87035764
1,3,2,28.76,0,0,7.55,2,9,0.80094759
1,3,1,23,0,0,7.55,2,9,0.80094759
1,3,2,28.76,0,0,7.8958,2,9,0.801255697
1,2,1,18,0,1,23,2,4,0.828175047
1,3,2,21,0,0,8.4333,2,9,0.801761998
1,3,1,28.76,0,0,7.8292,3,9,0.801195284
1,3,1,18,0,0,6.75,3,9,0.800287666
1,2,2,24,2,0,73.5,2,4,1.109291382
1,3,2,28.76,0,0,7.8958,2,9,0.801255697
1,3,1,32,1,1,15.5,3,9,0.811518331
1,2,2,23,0,0,13,2,4,0.807408232
1,1,2,58,0,2,113.275,1,1,1.537836275
1,1,2,50,2,0,133.65,2,1,1.828058101
1,3,2,40,0,0,7.225,1,9,0.800670591
1,1,2,47,0,0,25.5875,2,1,0.835427289
1,3,2,36,0,0,7.4958,2,9,0.800900548
1,3,2,20,1,0,7.925,2,9,0.801282346
1,2,2,32,2,0,73.5,2,4,1.109291382
1,2,2,25,0,0,13,2,4,0.807408232
1,3,2,28.76,0,0,7.775,2,9,0.801146497
1,3,2,43,0,0,8.05,2,9,0.801397537
1,1,1,28.76,1,0,52,2,1,0.95364122
1,2,1,40,1,1,39,2,4,0.885399159
1,1,2,31,1,0,52,2,1,0.95364122
1,2,2,70,0,0,10.5,2,4,0.804019203
1,2,2,31,0,0,13,2,4,0.807408232
1,2,2,28.76,0,0,0,2,4,0.797659366
1,3,2,18,0,0,7.775,2,9,0.801146497
1,3,2,24.5,0,0,8.05,2,9,0.801397537
1,3,1,18,0,0,9.8417,2,9,0.803246739
1,3,1,43,1,6,46.9,2,9,0.924545182
1,1,2,36,0,1,512.3292,1,1,15.93904458
1,3,1,28.76,0,0,8.1375,3,9,0.801479243
1,1,2,27,0,0,76.7292,1,1,1.137275826
1,3,2,20,0,0,9.225,2,9,0.802568447
1,3,2,14,5,2,46.9,2,9,0.924545182
1,2,2,60,1,1,39,2,4,0.885399159
1,2,2,25,1,2,41.5792,1,4,0.897387949
1,3,2,14,4,1,39.6875,2,9,0.888519815
1,3,2,19,0,0,10.1708,2,9,0.803626663
1,3,2,18,0,0,7.7958,2,9,0.801165179
1,1,1,15,0,1,211.3375,2,1,3.374102266
1,1,2,31,1,0,57,2,1,0.98507987
1,3,1,4,0,1,13.4167,1,9,0.808043226
1,3,2,28.76,0,0,56.4958,2,9,0.981778836
1,3,2,25,0,0,7.225,1,9,0.800670591
1,1,2,60,0,0,26.55,2,1,0.838322088
1,2,2,52,0,0,13.5,2,4,0.808172566
1,3,2,44,0,0,8.05,2,9,0.801397537
1,3,1,28.76,0,0,7.7333,3,9,0.801109192
1,1,2,49,1,1,110.8833,1,1,1.506909907
1,3,2,42,0,0,7.65,2,9,0.801035272
1,1,1,18,1,0,227.525,1,1,3.783905748
1,1,2,35,0,0,26.2875,2,1,0.837521998
1,3,1,18,0,1,14.4542,1,9,0.809711266
1,3,2,25,0,0,7.7417,3,9,0.80111669
1,3,2,26,1,0,7.8542,2,9,0.801217902
1,2,2,39,0,0,26,2,4,0.83665483
1,2,1,45,0,0,13.5,2,4,0.808172566
1,1,2,42,0,0,26.2875,2,1,0.837521998
1,1,1,22,0,0,151.55,2,1,2.122547688
1,3,2,28.76,1,1,15.2458,1,9,0.811067484
1,1,1,24,0,0,49.5042,1,1,0.939027487
1,1,2,28.76,0,0,26.55,2,1,0.838322088
1,1,2,48,1,0,52,2,1,0.95364122
1,3,2,29,0,0,9.4833,2,9,0.802847204
1,2,2,52,0,0,13,2,4,0.807408232
1,3,2,19,0,0,7.65,2,9,0.801035272
1,1,1,38,0,0,227.525,1,1,3.783905748
1,2,1,27,0,0,10.5,2,4,0.804019203
1,3,2,28.76,0,0,15.5,3,9,0.811518331
1,3,2,33,0,0,7.775,2,9,0.801146497
1,2,1,6,0,1,33,2,4,0.860478981
1,3,2,17,1,0,7.0542,2,9,0.800529902
1,2,2,34,0,0,13,2,4,0.807408232
1,2,2,50,0,0,13,2,4,0.807408232
1,1,2,27,1,0,53.1,2,1,0.960310252
1,3,2,20,0,0,8.6625,2,9,0.80198803
1,2,1,30,3,0,21,2,4,0.823098715
1,3,1,28.76,0,0,7.7375,3,9,0.80111294
1,2,2,25,1,0,26,2,4,0.83665483
1,3,1,25,1,0,7.925,2,9,0.801282346
1,1,1,29,0,0,211.3375,2,1,3.374102266
1,3,2,11,0,0,18.7875,1,9,0.81802066
1,2,2,28.76,0,0,0,2,4,0.797659366
1,2,2,23,0,0,13,2,4,0.807408232
1,2,2,23,0,0,13,2,4,0.807408232
1,3,2,28.5,0,0,16.1,2,9,0.81261205
1,3,1,48,1,3,34.375,2,9,0.865823011
1,1,2,35,0,0,512.3292,1,1,15.93904458
1,3,2,28.76,0,0,7.8958,2,9,0.801255697
1,3,2,28.76,0,0,7.8958,2,9,0.801255697
1,1,2,28.76,0,0,30,2,1,0.849576403
1,1,2,36,1,0,78.85,2,1,1.156309326
1,1,1,21,2,2,262.375,1,1,4.768772809
1,3,2,24,1,0,16.1,2,9,0.81261205
1,3,2,31,0,0,7.925,2,9,0.801282346
1,1,2,70,1,1,71,2,1,1.08845246
1,3,2,16,1,1,20.25,2,9,0.821314066
1,2,1,30,0,0,13,2,4,0.807408232
1,1,2,19,1,0,53.1,2,1,0.960310252
1,3,2,31,0,0,7.75,3,9,0.801124107
1,2,1,4,1,1,23,2,4,0.828175047
1,3,2,6,0,1,12.475,2,9,0.806636723
1,3,2,33,0,0,9.5,2,9,0.802865491
1,3,2,23,0,0,7.8958,2,9,0.801255697
1,2,1,48,1,2,65,2,4,1.041381013
1,2,2,0.67,1,1,14.5,2,4,0.809787763
1,3,2,28,0,0,7.7958,2,9,0.801165179
1,2,2,18,0,0,11.5,2,4,0.805288286
1,3,2,34,0,0,8.05,2,9,0.801397537
1,1,1,33,0,0,86.5,2,1,1.229277423
1,3,2,28.76,0,0,14.5,2,9,0.809787763
1,3,2,41,0,0,7.125,2,9,0.800587812
1,3,2,20,0,0,7.2292,1,9,0.800674092
1,1,1,36,1,2,120,2,1,1.628331961
1,3,2,16,0,0,7.775,2,9,0.801146497
1,1,1,51,1,0,77.9583,2,1,1.148243382
1,1,2,28.76,0,0,39.6,1,1,0.888119612
1,3,1,30.5,0,0,7.75,3,9,0.801124107
1,3,2,28.76,1,0,24.15,3,9,0.831302904
1,3,2,32,0,0,8.3625,2,9,0.801693401
1,3,2,24,0,0,9.5,2,9,0.802865491
1,3,2,48,0,0,7.8542,2,9,0.801217902
1,2,1,57,0,0,10.5,2,4,0.804019203
1,3,2,28.76,0,0,7.225,1,9,0.800670591
1,2,1,54,1,3,23,2,4,0.828175047
1,3,2,18,0,0,7.75,2,9,0.801124107
1,3,2,28.76,0,0,7.75,3,9,0.801124107
1,3,1,5,0,0,12.475,2,9,0.806636723
1,3,2,28.76,0,0,7.7375,3,9,0.80111294
1,1,1,43,0,1,211.3375,2,1,3.374102266
1,3,1,13,0,0,7.2292,1,9,0.800674092
1,1,1,17,1,0,57,2,1,0.98507987
1,1,2,29,0,0,30,2,1,0.849576403
1,3,2,28.76,1,2,23.45,2,9,0.82938082
1,3,2,25,0,0,7.05,2,9,0.800526485
1,3,2,25,0,0,7.25,2,9,0.800691465
1,3,1,18,0,0,7.4958,2,9,0.800900548
1,3,2,8,4,1,29.125,3,9,0.846592075
1,3,2,1,1,2,20.575,2,9,0.822079446
1,1,2,46,0,0,79.2,1,1,1.159500349
1,3,2,28.76,0,0,7.75,3,9,0.801124107
1,2,2,16,0,0,26,2,4,0.83665483
1,3,1,28.76,8,2,69.55,2,9,1.07669628
1,1,2,28.76,0,0,30.6958,1,1,0.85201259
1,3,2,25,0,0,7.8958,2,9,0.801255697
1,2,2,39,0,0,13,2,4,0.807408232
1,1,1,49,0,0,25.9292,2,1,0.836442744
1,3,1,31,0,0,8.6833,2,9,0.802008843
1,3,2,30,0,0,7.2292,1,9,0.800674092
1,3,1,30,1,1,24.15,2,9,0.831302904
1,2,2,34,0,0,13,2,4,0.807408232
1,2,1,31,1,1,26.25,2,4,0.837408348
1,1,2,11,1,2,120,2,1,1.628331961
1,3,2,0.42,0,1,8.5167,1,9,0.801843544
1,3,2,27,0,0,6.975,2,9,0.800465807
1,3,2,31,0,0,7.775,2,9,0.801146497
1,1,2,39,0,0,0,2,1,0.797659366
1,3,1,18,0,0,7.775,2,9,0.801146497
1,2,2,39,0,0,13,2,4,0.807408232
1,1,1,33,1,0,53.1,2,1,0.960310252
1,3,2,26,0,0,7.8875,2,9,0.801248141
1,3,2,39,0,0,24.15,2,9,0.831302904
1,2,2,35,0,0,10.5,2,4,0.804019203
1,3,1,6,4,2,31.275,2,9,0.854083127
1,3,2,30.5,0,0,8.05,2,9,0.801397537
1,1,2,28.76,0,0,0,2,1,0.797659366
1,3,1,23,0,0,7.925,2,9,0.801282346
1,2,2,31,1,1,37.0042,1,4,0.876648878
1,3,2,43,0,0,6.45,2,9,0.800059231
1,3,2,10,3,2,27.9,2,9,0.842562412
1,1,1,52,1,1,93.5,2,1,1.301961275
1,3,2,27,0,0,8.6625,2,9,0.80198803
1,1,2,38,0,0,0,2,1,0.797659366
1,3,1,27,0,1,12.475,2,9,0.806636723
1,3,2,2,4,1,39.6875,2,9,0.888519815
1,3,2,28.76,0,0,6.95,3,9,0.800445725
1,3,2,28.76,0,0,56.4958,2,9,0.981778836
1,2,2,1,0,2,37.0042,1,4,0.876648878
1,3,2,28.76,0,0,7.75,3,9,0.801124107
1,1,1,62,0,0,80,1,1,1.166847186
1,3,1,15,1,0,14.4542,1,9,0.809711266
1,2,2,0.83,1,1,18.75,2,4,0.817939459
1,3,2,28.76,0,0,7.2292,1,9,0.800674092
1,3,2,23,0,0,7.8542,2,9,0.801217902
1,3,2,18,0,0,8.3,2,9,0.801633327
1,1,1,39,1,1,83.1583,1,1,1.196572739
1,3,2,21,0,0,8.6625,2,9,0.80198803
1,3,2,28.76,0,0,8.05,2,9,0.801397537
1,3,2,32,0,0,56.4958,2,9,0.981778836
1,1,2,28.76,0,0,29.7,1,1,0.848543254
1,3,2,20,0,0,7.925,2,9,0.801282346
1,2,2,16,0,0,10.5,2,4,0.804019203
1,1,1,30,0,0,31,1,1,0.853095225
1,3,2,34.5,0,0,6.4375,1,9,0.800049939
1,3,2,17,0,0,8.6625,2,9,0.80198803
1,3,2,42,0,0,7.55,2,9,0.80094759
1,3,2,28.76,8,2,69.55,2,9,1.07669628
1,3,2,35,0,0,7.8958,1,9,0.801255697
1,2,2,28,0,1,33,2,4,0.860478981
1,1,1,28.76,1,0,89.1042,1,1,1.255657535
1,3,2,4,4,2,31.275,2,9,0.854083127
1,3,2,74,0,0,7.775,2,9,0.801146497
1,3,1,9,1,1,15.2458,1,9,0.811067484
1,1,1,16,0,1,39.4,2,1,0.887208179
1,2,1,44,1,0,26,2,4,0.83665483
1,3,1,18,0,1,9.35,2,9,0.802702385
1,1,1,45,1,1,164.8667,2,1,2.365613234
1,1,2,51,0,0,26.55,2,1,0.838322088
1,3,1,24,0,3,19.2583,1,9,0.819053923
1,3,2,28.76,0,0,7.2292,1,9,0.800674092
1,3,2,41,2,0,14.1083,2,9,0.809141346
1,2,2,21,1,0,11.5,2,4,0.805288286
1,1,1,48,0,0,25.9292,2,1,0.836442744
1,3,1,28.76,8,2,69.55,2,9,1.07669628
1,2,2,24,0,0,13,2,4,0.807408232
1,2,1,42,0,0,13,2,4,0.807408232
1,2,1,27,1,0,13.8583,1,4,0.808738028
1,1,2,31,0,0,50.4958,2,1,0.94474759
1,3,2,28.76,0,0,9.5,2,9,0.802865491
1,3,2,4,1,1,11.1333,2,9,0.804809517
1,3,2,26,0,0,7.8958,2,9,0.801255697
1,1,1,47,1,1,52.5542,2,1,0.956983751
1,1,2,33,0,0,5,2,1,0.799101506
1,3,2,47,0,0,9,2,9,0.8023319
1,2,1,28,1,0,24,1,4,0.83088627
1,3,1,15,0,0,7.225,1,9,0.800670591
1,3,2,20,0,0,9.8458,2,9,0.803251395
1,3,2,19,0,0,7.8958,2,9,0.801255697
1,3,2,28.76,0,0,7.8958,2,9,0.801255697
1,1,1,56,0,1,83.1583,1,1,1.196572739
1,2,1,25,0,1,26,2,4,0.83665483
1,3,2,33,0,0,7.8958,2,9,0.801255697
1,3,1,22,0,0,10.5167,2,9,0.80403945
1,2,2,28,0,0,10.5,2,4,0.804019203
1,3,2,25,0,0,7.05,2,9,0.800526485
1,3,1,39,0,5,29.125,3,9,0.846592075
1,2,2,27,0,0,13,2,4,0.807408232
1,1,1,19,0,0,30,2,1,0.849576403
1,3,1,28.76,1,2,23.45,2,9,0.82938082
1,1,2,26,0,0,30,1,1,0.849576403
